Date,Product,Sales,Unit_Price,Revenue,Month,Year
2024-02-01,Product 84,457,21.74,9934.05,2,2024
2024-03-01,Product 84,273,28.48,7775.08,3,2024
2024-04-01,Product 84,327,21.31,6967.42,4,2024
2024-05-01,Product 84,265,24.05,6372.72,5,2024
2024-06-01,Product 84,405,21.95,8888.22,6,2024
2024-07-01,Product 84,156,25.26,3939.79,7,2024
2024-08-01,Product 84,163,21.77,3548.33,8,2024
2024-09-01,Product 84,235,29.64,6964.98,9,2024
2024-10-01,Product 84,332,24.16,8021.63,10,2024
2024-11-01,Product 84,368,24.19,8900.38,11,2024
2024-12-01,Product 84,379,22.6,8564.69,12,2024
2024-01-01,Product 85,287,26.81,7694.4,1,2024
2024-02-01,Product 85,214,23.24,4972.29,2,2024
2024-03-01,Product 85,391,26.29,10280.56,3,2024
2024-04-01,Product 85,330,28.02,9245.07,4,2024
2024-05-01,Product 85,322,20.43,6577.28,5,2024
2024-06-01,Product 85,337,26.46,8917.32,6,2024
2024-07-01,Product 85,457,22.66,10355.71,7,2024
2024-08-01,Product 85,266,24.88,6618.72,8,2024
2024-09-01,Product 85,345,28.65,9883.08,9,2024
2024-10-01,Product 85,261,27.37,7144.5,10,2024
2024-11-01,Product 85,381,28.11,10708.71,11,2024
2024-12-01,Product 85,370,23.94,8859.56,12,2024
2024-01-01,Product 86,191,27.85,5319.38,1,2024
2024-02-01,Product 86,262,29.55,7742.98,2,2024
2024-03-01,Product 86,166,26.59,4413.43,3,2024
2024-04-01,Product 86,278,28.09,7808.7,4,2024
2024-05-01,Product 86,197,22.55,4441.7,5,2024
2024-06-01,Product 86,159,29.3,4659.21,6,2024
2024-07-01,Product 86,381,24.61,9378.23,7,2024
2024-08-01,Product 86,352,24.95,8783.99,8,2024
2024-09-01,Product 86,413,28.95,11956.84,9,2024
2024-10-01,Product 86,349,22.27,7772.11,10,2024
2024-11-01,Product 86,492,25.18,12390.57,11,2024
2024-12-01,Product 86,218,27.37,5967.61,12,2024
2024-01-01,Product 87,236,26.8,6325.34,1,2024
2024-02-01,Product 87,482,20.38,9823.27,2,2024
2024-03-01,Product 87,236,27.16,6410.52,3,2024
2024-04-01,Product 87,258,28.02,7229.5,4,2024
2024-05-01,Product 87,301,20.36,6127.07,5,2024
2024-06-01,Product 87,297,27.38,8130.4,6,2024
2024-07-01,Product 87,463,24.62,11398.81,7,2024
2024-08-01,Product 87,377,23.5,8858.38,8,2024
2024-09-01,Product 87,360,26.61,9580.93,9,2024
2024-10-01,Product 87,177,23.55,4168.07,10,2024
2024-11-01,Product 87,410,25.5,10453.43,11,2024
2024-12-01,Product 87,157,22.65,3556.12,12,2024
2024-01-01,Product 88,187,20.83,3894.5,1,2024
2024-02-01,Product 88,369,28.99,10696.94,2,2024
2024-03-01,Product 88,285,27.69,7892.29,3,2024
2024-04-01,Product 88,478,23.82,11385.67,4,2024
2024-05-01,Product 88,198,22.55,4465.72,5,2024
2024-06-01,Product 88,473,27.75,13124.02,6,2024
2024-07-01,Product 88,318,29.6,9412.25,7,2024
2024-08-01,Product 88,268,20.42,5472.43,8,2024
2024-09-01,Product 88,415,27.99,11614.66,9,2024
2024-10-01,Product 88,289,24.74,7150.83,10,2024
2024-11-01,Product 88,407,26.02,10589.66,11,2024
2024-12-01,Product 88,330,29.2,9636.98,12,2024
2024-01-01,Product 89,437,26.16,11434.1,1,2024
2024-02-01,Product 89,375,21.28,7980.36,2,2024
2024-03-01,Product 89,420,21.11,8865.39,3,2024
2024-04-01,Product 89,332,20.95,6955.44,4,2024
2024-05-01,Product 89,464,25.5,11832.43,5,2024
2024-06-01,Product 89,263,29.43,7740.29,6,2024
2024-07-01,Product 89,362,26.76,9687.06,7,2024
2024-08-01,Product 89,323,20.13,6501.07,8,2024
2024-09-01,Product 89,271,28.16,7631.22,9,2024
2024-10-01,Product 89,268,28.79,7716.44,10,2024
2024-11-01,Product 89,417,29.19,12171.92,11,2024
2024-12-01,Product 89,167,26.36,4402.24,12,2024
2024-01-01,Product 90,298,29.78,8875.62,1,2024
2024-02-01,Product 90,451,27.28,12305.49,2,2024
2024-03-01,Product 90,284,21.81,6192.89,3,2024
2024-04-01,Product 90,373,21.77,8121.81,4,2024
2024-05-01,Product 90,235,27.53,6469.99,5,2024
2024-06-01,Product 90,494,29.37,14510.7,6,2024
2024-07-01,Product 90,434,27.28,11839.29,7,2024
2024-08-01,Product 90,407,21.32,8676.14,8,2024
2024-09-01,Product 90,432,29.65,12809.36,9,2024
2024-10-01,Product 90,237,23.42,5551.45,10,2024
2024-11-01,Product 90,427,25.42,10855.35,11,2024
2024-12-01,Product 90,338,27.43,9272.77,12,2024
2024-01-01,Product 91,152,22.98,3492.27,1,2024
2024-02-01,Product 91,168,21.52,3614.64,2,2024
2024-03-01,Product 91,179,28.73,5143.25,3,2024
2024-04-01,Product 91,430,27.61,11872.82,4,2024
2024-05-01,Product 91,260,21.61,5618.21,5,2024
2024-06-01,Product 91,335,20.09,6731.26,6,2024
2024-07-01,Product 91,278,27.42,7621.96,7,2024
2024-08-01,Product 91,152,29.92,4547.55,8,2024
2024-09-01,Product 91,253,21.94,5550.7,9,2024
2024-10-01,Product 91,469,28.0,13132.33,10,2024
2024-11-01,Product 91,159,27.42,4360.33,11,2024
2024-12-01,Product 91,451,26.16,11798.09,12,2024
2024-01-01,Product 92,215,23.55,5064.08,1,2024
2024-02-01,Product 92,162,25.39,4112.69,2,2024
2024-03-01,Product 92,235,28.48,6692.91,3,2024
2024-04-01,Product 92,463,20.35,9423.49,4,2024
2024-05-01,Product 92,358,20.11,7199.49,5,2024
2024-06-01,Product 92,270,29.58,7986.8,6,2024
2024-07-01,Product 92,169,23.27,3932.51,7,2024
2024-08-01,Product 92,392,28.42,11140.52,8,2024
2024-09-01,Product 92,219,28.77,6299.87,9,2024
2024-10-01,Product 92,250,21.25,5311.79,10,2024
2024-11-01,Product 92,260,24.49,6366.39,11,2024
2024-12-01,Product 92,169,27.8,4698.88,12,2024
2024-01-01,Product 93,376,21.38,8038.21,1,2024
2024-02-01,Product 93,379,24.13,9143.84,2,2024
2024-03-01,Product 93,351,26.2,9194.76,3,2024
2024-04-01,Product 93,409,21.81,8921.6,4,2024
2024-05-01,Product 93,169,24.02,4059.93,5,2024
2024-06-01,Product 93,220,24.81,5458.14,6,2024
2024-07-01,Product 93,163,27.23,4439.15,7,2024
2024-08-01,Product 93,378,25.8,9752.34,8,2024
2024-09-01,Product 93,204,27.03,5514.0,9,2024
2024-10-01,Product 93,403,24.87,10020.99,10,2024
2024-11-01,Product 93,307,28.05,8611.32,11,2024
2024-12-01,Product 93,308,20.23,6230.63,12,2024
2024-01-01,Product 94,454,26.36,11969.67,1,2024
2024-02-01,Product 94,360,20.59,7410.78,2,2024
2024-03-01,Product 94,258,27.46,7084.49,3,2024
2024-04-01,Product 94,463,27.08,12536.56,4,2024
2024-05-01,Product 94,341,25.2,8594.21,5,2024
2024-06-01,Product 94,322,21.47,6914.8,6,2024
2024-07-01,Product 94,332,27.36,9081.88,7,2024
2024-08-01,Product 94,295,23.71,6995.69,8,2024
2024-09-01,Product 94,262,25.98,6807.35,9,2024
2024-10-01,Product 94,400,27.67,11066.35,10,2024
2024-11-01,Product 94,462,29.33,13550.98,11,2024
2024-12-01,Product 94,450,21.73,9780.66,12,2024
2024-01-01,Product 95,347,26.36,9147.54,1,2024
2024-02-01,Product 95,389,21.78,8473.4,2,2024
2024-03-01,Product 95,347,29.91,10379.21,3,2024
2024-04-01,Product 95,273,23.84,6507.86,4,2024
2024-05-01,Product 95,286,29.5,8437.89,5,2024
2024-06-01,Product 95,474,21.84,10354.42,6,2024
2024-07-01,Product 95,210,29.8,6257.26,7,2024
2024-08-01,Product 95,408,20.26,8266.88,8,2024
2024-09-01,Product 95,262,25.86,6774.82,9,2024
2024-10-01,Product 95,267,22.73,6069.1,10,2024
2024-11-01,Product 95,486,29.3,14237.94,11,2024
2024-12-01,Product 95,200,29.41,5881.36,12,2024
2024-01-01,Product 96,184,24.3,4470.57,1,2024
2024-02-01,Product 96,218,28.42,6195.42,2,2024
2024-03-01,Product 96,198,24.35,4821.66,3,2024
2024-04-01,Product 96,341,24.83,8466.92,4,2024
2024-05-01,Product 96,219,26.31,5762.26,5,2024
2024-06-01,Product 96,275,27.28,7501.83,6,2024
2024-07-01,Product 96,278,27.8,7728.99,7,2024
2024-08-01,Product 96,249,27.66,6886.13,8,2024
2024-09-01,Product 96,331,22.25,7365.49,9,2024
2024-10-01,Product 96,337,23.99,8084.08,10,2024
2024-11-01,Product 96,233,26.57,6190.71,11,2024
2024-12-01,Product 96,185,20.13,3724.79,12,2024
2024-01-01,Product 97,255,22.82,5819.58,1,2024
2024-02-01,Product 97,369,22.76,8397.41,2,2024
2024-03-01,Product 97,369,27.87,10284.5,3,2024
2024-04-01,Product 97,485,23.71,11500.35,4,2024
2024-05-01,Product 97,255,28.45,7254.21,5,2024
2024-06-01,Product 97,219,20.65,4523.15,6,2024
2024-07-01,Product 97,450,28.53,12838.9,7,2024
2024-08-01,Product 97,256,20.63,5280.39,8,2024
2024-09-01,Product 97,399,25.62,10222.35,9,2024
2024-10-01,Product 97,170,25.32,4305.12,10,2024
2024-11-01,Product 97,156,20.86,3254.82,11,2024
2024-12-01,Product 97,309,26.64,8231.11,12,2024
2024-01-01,Product 98,297,21.28,6320.12,1,2024
2024-02-01,Product 98,348,23.93,8329.2,2,2024
2024-03-01,Product 98,303,24.19,7328.94,3,2024
2024-04-01,Product 98,291,27.31,7946.69,4,2024
2024-05-01,Product 98,463,29.8,13795.32,5,2024
2024-06-01,Product 98,218,26.54,5786.1,6,2024
2024-07-01,Product 98,367,21.91,8041.67,7,2024
2024-08-01,Product 98,454,24.64,11186.25,8,2024
2024-09-01,Product 98,494,29.47,14558.36,9,2024
2024-10-01,Product 98,310,21.51,6668.87,10,2024
2024-11-01,Product 98,345,24.18,8342.07,11,2024
2024-12-01,Product 98,476,26.84,12774.67,12,2024
2024-01-01,Product 99,438,25.23,11052.45,1,2024
2024-02-01,Product 99,210,22.27,4677.56,2,2024
2024-03-01,Product 99,177,27.23,4819.38,3,2024
2024-04-01,Product 99,318,27.92,8877.61,4,2024
2024-05-01,Product 99,326,25.44,8291.93,5,2024
2024-06-01,Product 99,347,28.47,9878.81,6,2024
2024-07-01,Product 99,479,21.66,10374.06,7,2024
2024-08-01,Product 99,151,26.64,4022.92,8,2024
2024-09-01,Product 99,206,26.69,5498.19,9,2024
2024-10-01,Product 99,247,28.62,7069.11,10,2024
2024-11-01,Product 99,274,27.49,7533.04,11,2024
2024-12-01,Product 99,225,20.62,4640.11,12,2024
2024-01-01,Product 100,443,28.06,12432.37,1,2024
2024-02-01,Product 100,287,29.78,8547.04,2,2024
2024-03-01,Product 100,392,27.86,10922.21,3,2024
2024-04-01,Product 100,181,22.59,4088.1,4,2024
2024-05-01,Product 100,169,25.45,4300.79,5,2024
2024-06-01,Product 100,217,27.57,5982.15,6,2024
2024-07-01,Product 100,363,20.18,7325.14,7,2024
2024-08-01,Product 100,381,28.78,10964.53,8,2024
2024-09-01,Product 100,363,21.62,7846.68,9,2024
2024-10-01,Product 100,419,22.39,9380.56,10,2024
2024-11-01,Product 100,317,29.85,9462.42,11,2024
2024-12-01,Product 100,175,25.58,4476.47,12,2024
2024-01-01,Product 101,215,20.65,4440.19,1,2024
2024-02-01,Product 101,403,23.44,9444.96,2,2024
2024-03-01,Product 101,193,25.39,4899.69,3,2024
2024-04-01,Product 101,376,21.05,7916.58,4,2024
2024-05-01,Product 101,428,28.22,12078.6,5,2024
2024-06-01,Product 101,327,20.93,6845.44,6,2024
2024-07-01,Product 101,346,29.64,10257.09,7,2024
2024-08-01,Product 101,417,25.23,10522.28,8,2024
2024-09-01,Product 101,446,25.78,11496.07,9,2024
2024-10-01,Product 101,234,23.12,5410.9,10,2024
2024-11-01,Product 101,196,21.96,4303.85,11,2024
2024-12-01,Product 101,387,25.33,9802.82,12,2024
2024-01-01,Product 102,191,24.48,4674.92,1,2024
2024-02-01,Product 102,417,21.66,9032.36,2,2024
2024-03-01,Product 102,485,28.57,13857.32,3,2024
2024-04-01,Product 102,408,28.97,11820.52,4,2024
2024-05-01,Product 102,189,25.07,4738.33,5,2024
2024-06-01,Product 102,369,22.02,8125.44,6,2024
2024-07-01,Product 102,157,28.94,4543.56,7,2024
2024-08-01,Product 102,325,21.52,6994.34,8,2024
2024-09-01,Product 102,409,27.99,11446.25,9,2024
2024-10-01,Product 102,395,28.57,11284.65,10,2024
2024-11-01,Product 102,286,28.04,8018.31,11,2024
2024-12-01,Product 102,451,23.2,10461.7,12,2024
2024-01-01,Product 103,278,24.18,6721.38,1,2024
2024-02-01,Product 103,170,27.25,4632.82,2,2024
2024-03-01,Product 103,311,21.66,6736.12,3,2024
2024-04-01,Product 103,251,29.8,7479.25,4,2024
2024-05-01,Product 103,208,21.62,4497.45,5,2024
2024-06-01,Product 103,432,26.87,11607.24,6,2024
2024-07-01,Product 103,280,25.27,7076.72,7,2024
2024-08-01,Product 103,430,28.23,12138.72,8,2024
2024-09-01,Product 103,303,20.79,6300.6,9,2024
2024-10-01,Product 103,282,29.73,8385.15,10,2024
2024-11-01,Product 103,414,28.19,11670.92,11,2024
2024-12-01,Product 103,283,27.1,7669.99,12,2024
2024-01-01,Product 104,362,22.54,8160.65,1,2024
2024-02-01,Product 104,280,28.8,8063.5,2,2024
2024-03-01,Product 104,435,21.74,9455.86,3,2024
2024-04-01,Product 104,426,21.13,9001.14,4,2024
2024-05-01,Product 104,367,21.01,7709.34,5,2024
2024-06-01,Product 104,312,21.42,6682.95,6,2024
2024-07-01,Product 104,190,27.4,5205.38,7,2024
2024-08-01,Product 104,487,27.49,13386.78,8,2024
2024-09-01,Product 104,428,26.21,11217.57,9,2024
2024-10-01,Product 104,299,27.38,8186.83,10,2024
2024-11-01,Product 104,257,24.71,6351.21,11,2024
2024-12-01,Product 104,420,22.54,9466.69,12,2024
2024-01-01,Product 105,438,21.26,9313.04,1,2024
2024-02-01,Product 105,421,21.06,8867.71,2,2024
2024-03-01,Product 105,397,20.7,8216.48,3,2024
2024-04-01,Product 105,350,26.55,9293.49,4,2024
2024-05-01,Product 105,150,28.37,4255.56,5,2024
2024-06-01,Product 105,492,20.77,10219.22,6,2024
2024-07-01,Product 105,216,26.94,5819.37,7,2024
2024-08-01,Product 105,452,23.05,10420.0,8,2024
2024-09-01,Product 105,340,20.69,7032.92,9,2024
2024-10-01,Product 105,462,23.04,10644.23,10,2024
2024-11-01,Product 105,451,27.59,12444.21,11,2024
2024-12-01,Product 105,188,28.07,5277.9,12,2024
2024-01-01,Product 106,401,26.65,10686.59,1,2024
2024-02-01,Product 106,359,26.51,9516.26,2,2024
2024-03-01,Product 106,283,26.71,7558.17,3,2024
2024-04-01,Product 106,240,23.9,5735.42,4,2024
2024-05-01,Product 106,195,24.6,4797.7,5,2024
2024-06-01,Product 106,249,23.82,5930.21,6,2024
2024-07-01,Product 106,339,23.8,8069.56,7,2024
2024-08-01,Product 106,179,28.02,5016.21,8,2024
2024-09-01,Product 106,233,20.18,4701.94,9,2024
2024-10-01,Product 106,493,20.27,9993.97,10,2024
2024-11-01,Product 106,251,22.8,5722.89,11,2024
2024-12-01,Product 106,232,29.73,6896.84,12,2024
2024-01-01,Product 107,424,28.05,11892.8,1,2024
2024-02-01,Product 107,322,29.63,9540.25,2,2024
2024-03-01,Product 107,212,25.59,5425.47,3,2024
2024-04-01,Product 107,273,28.29,7724.25,4,2024
2024-05-01,Product 107,424,28.73,12180.48,5,2024
2024-06-01,Product 107,269,27.04,7272.92,6,2024
2024-07-01,Product 107,466,20.68,9638.47,7,2024
2024-08-01,Product 107,435,20.46,8900.64,8,2024
2024-09-01,Product 107,310,24.69,7653.18,9,2024
2024-10-01,Product 107,238,28.25,6722.39,10,2024
2024-11-01,Product 107,458,22.97,10521.35,11,2024
2024-12-01,Product 107,483,27.43,13249.62,12,2024
2024-01-01,Product 108,345,20.64,7122.49,1,2024
2024-02-01,Product 108,413,28.77,11883.09,2,2024
2024-03-01,Product 108,274,25.93,7105.43,3,2024
2024-04-01,Product 108,269,21.85,5878.54,4,2024
2024-05-01,Product 108,332,25.31,8403.97,5,2024
2024-06-01,Product 108,211,27.95,5896.56,6,2024
2024-07-01,Product 108,307,24.29,7457.59,7,2024
2024-08-01,Product 108,416,29.95,12461.02,8,2024
2024-09-01,Product 108,199,25.73,5120.97,9,2024
2024-10-01,Product 108,298,20.64,6149.65,10,2024
2024-11-01,Product 108,425,22.2,9435.96,11,2024
2024-12-01,Product 108,321,21.15,6788.93,12,2024
2024-01-01,Product 109,350,29.1,10183.69,1,2024
2024-02-01,Product 109,473,28.69,13568.25,2,2024
2024-03-01,Product 109,365,29.56,10788.76,3,2024
2024-04-01,Product 109,157,25.17,3952.39,4,2024
2024-05-01,Product 109,481,29.11,14000.35,5,2024
2024-06-01,Product 109,323,27.74,8959.63,6,2024
2024-07-01,Product 109,296,28.93,8561.87,7,2024
2024-08-01,Product 109,242,21.71,5252.81,8,2024
2024-09-01,Product 109,170,26.31,4473.22,9,2024
2024-10-01,Product 109,425,27.89,11852.41,10,2024
2024-11-01,Product 109,328,22.37,7338.78,11,2024
2024-12-01,Product 109,497,21.04,10458.0,12,2024
2024-01-01,Product 110,225,24.88,5597.25,1,2024
2024-02-01,Product 110,491,22.63,11109.74,2,2024
2024-03-01,Product 110,311,24.73,7690.71,3,2024
2024-04-01,Product 110,406,22.69,9211.97,4,2024
2024-05-01,Product 110,411,28.91,11883.98,5,2024
2024-06-01,Product 110,359,23.62,8479.05,6,2024
2024-07-01,Product 110,417,26.04,10858.98,7,2024
2024-08-01,Product 110,432,21.4,9244.9,8,2024
2024-09-01,Product 110,242,24.73,5984.59,9,2024
2024-10-01,Product 110,291,26.11,7597.37,10,2024
2024-11-01,Product 110,386,24.74,9550.75,11,2024
2024-12-01,Product 110,326,25.17,8204.03,12,2024
2024-01-01,Product 111,198,20.08,3975.17,1,2024
2024-02-01,Product 111,339,28.33,9604.94,2,2024
2024-03-01,Product 111,239,24.63,5886.22,3,2024
2024-04-01,Product 111,394,25.72,10133.87,4,2024
2024-05-01,Product 111,467,23.97,11193.04,5,2024
2024-06-01,Product 111,459,29.32,13456.75,6,2024
2024-07-01,Product 111,414,28.17,11661.06,7,2024
2024-08-01,Product 111,454,26.17,11881.48,8,2024
2024-09-01,Product 111,493,25.32,12480.79,9,2024
2024-10-01,Product 111,208,25.07,5215.42,10,2024
2024-11-01,Product 111,190,20.3,3856.37,11,2024
2024-12-01,Product 111,341,27.02,9214.7,12,2024
2024-01-01,Product 112,296,24.51,7253.77,1,2024
2024-02-01,Product 112,276,22.75,6278.26,2,2024
2024-03-01,Product 112,150,23.9,3584.81,3,2024
2024-04-01,Product 112,168,24.11,4050.52,4,2024
2024-05-01,Product 112,258,26.08,6728.4,5,2024
2024-06-01,Product 112,389,22.97,8934.27,6,2024
2024-07-01,Product 112,239,29.55,7062.59,7,2024
2024-08-01,Product 112,399,27.21,10858.36,8,2024
2024-09-01,Product 112,302,26.36,7961.93,9,2024
2024-10-01,Product 112,492,27.18,13370.45,10,2024
2024-11-01,Product 112,364,20.41,7427.63,11,2024
2024-12-01,Product 112,489,26.87,13137.42,12,2024
2024-01-01,Product 113,473,23.84,11275.56,1,2024
2024-02-01,Product 113,276,26.63,7348.95,2,2024
2024-03-01,Product 113,296,25.96,7685.11,3,2024
2024-04-01,Product 113,233,29.0,6757.75,4,2024
2024-05-01,Product 113,481,20.8,10005.67,5,2024
2024-06-01,Product 113,292,27.5,8029.56,6,2024
2024-07-01,Product 113,407,26.69,10861.09,7,2024
2024-08-01,Product 113,254,26.46,6721.98,8,2024
2024-09-01,Product 113,456,25.94,11827.09,9,2024
2024-10-01,Product 113,415,25.02,10383.94,10,2024
2024-11-01,Product 113,200,29.13,5826.57,11,2024
2024-12-01,Product 113,188,28.74,5402.55,12,2024
2024-01-01,Product 114,233,26.38,6146.25,1,2024
2024-02-01,Product 114,266,29.02,7720.53,2,2024
2024-03-01,Product 114,315,28.29,8911.41,3,2024
2024-04-01,Product 114,499,21.42,10689.26,4,2024
2024-05-01,Product 114,230,26.95,6198.23,5,2024
2024-06-01,Product 114,417,22.95,9570.32,6,2024
2024-07-01,Product 114,470,20.84,9796.64,7,2024
2024-08-01,Product 114,362,28.08,10165.04,8,2024
2024-09-01,Product 114,276,23.43,6467.14,9,2024
2024-10-01,Product 114,428,28.17,12055.58,10,2024
2024-11-01,Product 114,443,28.46,12606.03,11,2024
2024-12-01,Product 114,256,24.3,6220.62,12,2024
2024-01-01,Product 115,248,20.78,5152.48,1,2024
2024-02-01,Product 115,222,23.06,5120.02,2,2024
2024-03-01,Product 115,271,25.9,7019.67,3,2024
2024-04-01,Product 115,437,28.22,12333.99,4,2024
2024-05-01,Product 115,305,25.79,7866.76,5,2024
2024-06-01,Product 115,190,24.31,4618.87,6,2024
2024-07-01,Product 115,224,25.82,5784.13,7,2024
2024-08-01,Product 115,462,20.27,9366.68,8,2024
2024-09-01,Product 115,316,25.12,7936.91,9,2024
2024-10-01,Product 115,305,24.31,7413.11,10,2024
2024-11-01,Product 115,345,20.45,7054.49,11,2024
2024-12-01,Product 115,470,23.46,11025.62,12,2024
2024-01-01,Product 116,297,23.4,6949.11,1,2024
2024-02-01,Product 116,351,26.46,9286.84,2,2024
2024-03-01,Product 116,275,25.96,7138.97,3,2024
2024-04-01,Product 116,443,28.47,12612.83,4,2024
2024-05-01,Product 116,325,22.18,7208.15,5,2024
2024-06-01,Product 116,353,25.6,9035.7,6,2024
2024-07-01,Product 116,180,26.88,4838.89,7,2024
2024-08-01,Product 116,474,22.28,10563.03,8,2024
2024-09-01,Product 116,493,25.05,12351.89,9,2024
2024-10-01,Product 116,224,21.36,4784.17,10,2024
2024-11-01,Product 116,303,20.39,6178.16,11,2024
2024-12-01,Product 116,383,23.95,9174.51,12,2024
2024-01-01,Product 117,411,27.56,11328.04,1,2024
2024-02-01,Product 117,394,22.89,9019.62,2,2024
2024-03-01,Product 117,271,21.16,5734.74,3,2024
2024-04-01,Product 117,319,23.75,7575.62,4,2024
2024-05-01,Product 117,184,28.88,5314.66,5,2024
2024-06-01,Product 117,345,29.95,10332.26,6,2024
2024-07-01,Product 117,350,29.84,10444.05,7,2024
2024-08-01,Product 117,226,26.07,5891.54,8,2024
2024-09-01,Product 117,275,23.89,6571.08,9,2024
2024-10-01,Product 117,258,29.71,7664.51,10,2024
2024-11-01,Product 117,427,25.41,10851.81,11,2024
2024-12-01,Product 117,314,24.78,7780.54,12,2024
2024-01-01,Product 118,311,21.68,6743.53,1,2024
2024-02-01,Product 118,458,28.34,12978.12,2,2024
2024-03-01,Product 118,191,28.27,5399.22,3,2024
2024-04-01,Product 118,258,21.95,5662.13,4,2024
2024-05-01,Product 118,490,23.42,11478.0,5,2024
2024-06-01,Product 118,170,29.66,5042.91,6,2024
2024-07-01,Product 118,473,23.47,11102.62,7,2024
2024-08-01,Product 118,241,25.83,6224.99,8,2024
2024-09-01,Product 118,274,24.44,6696.68,9,2024
2024-10-01,Product 118,260,28.17,7323.57,10,2024
2024-11-01,Product 118,422,27.35,11539.92,11,2024
2024-12-01,Product 118,487,26.23,12775.99,12,2024
2024-01-01,Product 119,398,27.93,11114.24,1,2024
2024-02-01,Product 119,424,22.01,9333.56,2,2024
2024-03-01,Product 119,490,21.48,10525.12,3,2024
2024-04-01,Product 119,154,24.76,3812.34,4,2024
2024-05-01,Product 119,313,29.07,9098.73,5,2024
2024-06-01,Product 119,213,25.93,5523.12,6,2024
2024-07-01,Product 119,416,23.53,9790.4,7,2024
2024-08-01,Product 119,196,28.7,5625.14,8,2024
2024-09-01,Product 119,298,27.46,8182.66,9,2024
2024-10-01,Product 119,154,27.94,4303.08,10,2024
2024-11-01,Product 119,169,24.67,4168.86,11,2024
2024-12-01,Product 119,161,29.7,4781.07,12,2024
2024-01-01,Product 120,296,25.13,7438.19,1,2024
2024-02-01,Product 120,257,24.83,6382.36,2,2024
2024-03-01,Product 120,219,25.89,5669.32,3,2024
2024-04-01,Product 120,399,24.91,9940.76,4,2024
2024-05-01,Product 120,224,22.03,4935.22,5,2024
2024-06-01,Product 120,365,24.41,8910.47,6,2024
2024-07-01,Product 120,352,29.19,10273.95,7,2024
2024-08-01,Product 120,391,27.26,10657.55,8,2024
2024-09-01,Product 120,368,24.08,8859.91,9,2024
2024-10-01,Product 120,324,27.65,8957.07,10,2024
2024-11-01,Product 120,409,28.07,11478.95,11,2024
2024-12-01,Product 120,312,22.0,6865.48,12,2024
2024-01-01,Product 121,478,20.59,9844.27,1,2024
2024-02-01,Product 121,486,26.4,12831.36,2,2024
2024-03-01,Product 121,374,28.93,10820.16,3,2024
2024-04-01,Product 121,296,23.12,6843.22,4,2024
2024-05-01,Product 121,472,24.48,11556.07,5,2024
2024-06-01,Product 121,162,29.72,4813.88,6,2024
2024-07-01,Product 121,338,29.26,9891.17,7,2024
2024-08-01,Product 121,357,27.63,9862.47,8,2024
2024-09-01,Product 121,171,26.88,4596.0,9,2024
2024-10-01,Product 121,320,28.72,9190.55,10,2024
2024-11-01,Product 121,447,26.33,11767.47,11,2024
2024-12-01,Product 121,426,23.59,10048.13,12,2024
2024-01-01,Product 122,343,23.33,8003.59,1,2024
2024-02-01,Product 122,184,22.11,4067.7,2,2024
2024-03-01,Product 122,206,27.93,5754.39,3,2024
2024-04-01,Product 122,312,29.98,9353.2,4,2024
2024-05-01,Product 122,413,29.95,12367.9,5,2024
2024-06-01,Product 122,476,20.02,9531.03,6,2024
2024-07-01,Product 122,216,27.38,5913.8,7,2024
2024-08-01,Product 122,174,26.33,4581.26,8,2024
2024-09-01,Product 122,186,20.06,3730.54,9,2024
2024-10-01,Product 122,285,27.69,7891.43,10,2024
2024-11-01,Product 122,277,28.09,7781.44,11,2024
2024-12-01,Product 122,406,28.46,11554.44,12,2024
2024-01-01,Product 123,343,21.04,7218.11,1,2024
2024-02-01,Product 123,172,24.88,4278.72,2,2024
2024-03-01,Product 123,409,24.07,9845.07,3,2024
2024-04-01,Product 123,224,23.49,5261.36,4,2024
2024-05-01,Product 123,408,26.32,10738.93,5,2024
2024-06-01,Product 123,322,26.98,8686.78,6,2024
2024-07-01,Product 123,194,29.55,5732.92,7,2024
2024-08-01,Product 123,272,28.69,7803.53,8,2024
2024-09-01,Product 123,215,20.77,4465.25,9,2024
2024-10-01,Product 123,311,27.95,8690.94,10,2024
2024-11-01,Product 123,293,24.78,7261.3,11,2024
2024-12-01,Product 123,471,20.73,9763.37,12,2024
2024-01-01,Product 124,162,26.67,4320.3,1,2024
2024-02-01,Product 124,439,22.81,10013.61,2,2024
2024-03-01,Product 124,364,29.29,10662.39,3,2024
2024-04-01,Product 124,204,29.06,5928.47,4,2024
2024-05-01,Product 124,370,25.83,9558.05,5,2024
2024-06-01,Product 124,444,22.26,9883.57,6,2024
2024-07-01,Product 124,382,22.19,8477.63,7,2024
2024-08-01,Product 124,418,26.03,10882.6,8,2024
2024-09-01,Product 124,202,24.16,4880.57,9,2024
2024-10-01,Product 124,430,21.23,9128.56,10,2024
2024-11-01,Product 124,486,27.2,13218.19,11,2024
2024-12-01,Product 124,181,24.49,4433.32,12,2024
2024-01-01,Product 125,159,28.21,4486.08,1,2024
2024-02-01,Product 125,203,20.72,4205.7,2,2024
2024-03-01,Product 125,309,25.26,7806.2,3,2024
2024-04-01,Product 125,327,27.14,8874.63,4,2024
2024-05-01,Product 125,202,28.04,5664.0,5,2024
2024-06-01,Product 125,171,25.63,4383.22,6,2024
2024-07-01,Product 125,409,21.43,8764.36,7,2024
2024-08-01,Product 125,413,22.71,9380.92,8,2024
